symbol,legal_name,cik,figi,exchange_mic,security_type,share_class,currency,domicile,sic,source_classification,mapped_sector,primary_liquid_class
HBAN,HUNTINGTON BANCSHARES INC /MD/,0000049196,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
HCA,"HCA Healthcare, Inc.",0000860730,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
HD,"HOME DEPOT, INC.",0000354950,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Discretionary,,true
HIG,"HARTFORD INSURANCE GROUP, INC.",0000874766,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",0001501585,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
HLT,Hilton Worldwide Holdings Inc.,0001585689,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Discretionary,,true
HON,HONEYWELL INTERNATIONAL INC,0000773840,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
HONA,Honeywell Aerospace,0002089271,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
HOOD,"Robinhood Markets, Inc.",0001783879,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
HPE,Hewlett Packard Enterprise Co,0001645590,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
HPQ,HP INC,0000047217,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
HRL,HORMEL FOODS CORP /DE/,0000048465,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Staples,,true
HSIC,HENRY SCHEIN INC,0001000228,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
HST,"HOST HOTELS & RESORTS, INC.",0001070750,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Real Estate,,true
HSY,HERSHEY CO,0000047111,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Staples,,true
HUBB,HUBBELL INC,0000048898,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
HUM,HUMANA INC,0000049071,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
HWM,Howmet Aerospace Inc.,0000004281,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
IBKR,"Interactive Brokers Group, Inc.",0001381197,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
IBM,INTERNATIONAL BUSINESS MACHINES CORP,0000051143,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
ICE,"Intercontinental Exchange, Inc.",0001571949,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
IDXX,IDEXX LABORATORIES INC /DE,0000874716,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
IEX,IDEX CORP /DE/,0000832101,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC,0000051253,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Materials,,true
INCY,INCYTE CORP,0000879169,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
INTC,INTEL CORP,0000050863,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
INTU,INTUIT INC.,0000896878,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
INVH,Invitation Homes Inc.,0001687229,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Real Estate,,true
IP,INTERNATIONAL PAPER CO /NEW/,0000051434,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Materials,,true
IQV,IQVIA HOLDINGS INC.,0001478242,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
IR,Ingersoll Rand Inc.,0001699150,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
IRM,IRON MOUNTAIN INC,0001020569,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Real Estate,,true
ISRG,INTUITIVE SURGICAL INC,0001035267,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
IT,GARTNER INC,0000749251,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
ITW,ILLINOIS TOOL WORKS INC,0000049826,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
IVZ,Invesco Ltd.,0000914208,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
J,JACOBS SOLUTIONS INC.,0000052988,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
JBHT,HUNT J B TRANSPORT SERVICES INC,0000728535,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
JBL,JABIL INC,0000898293,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
JCI,Johnson Controls International plc,0000833444,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
JKHY,JACK HENRY & ASSOCIATES INC,0000779152,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
JNJ,JOHNSON & JOHNSON,0000200406,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
JPM,JPMORGAN CHASE & CO,0000019617,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
KDP,Keurig Dr Pepper Inc.,0001418135,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Staples,,true
KEY,KEYCORP /NEW/,0000091576,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
KEYS,"Keysight Technologies, Inc.",0001601046,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
KHC,Kraft Heinz Co,0001637459,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Staples,,true
KIM,KIMCO REALTY CORP,0000879101,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Real Estate,,true
KKR,KKR & Co. Inc.,0001404912,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
KLAC,KLA CORP,0000319201,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
KMB,KIMBERLY CLARK CORP,0000055785,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Staples,,true
KMI,"KINDER MORGAN, INC.",0001506307,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Energy,,true
KO,COCA COLA CO,0000021344,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Staples,,true
KR,KROGER CO,0000056873,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Staples,,true
KVUE,Kenvue Inc.,0001944048,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Staples,,true
L,LOEWS CORP,0000060086,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
LDOS,"Leidos Holdings, Inc.",0001336920,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
LEN,LENNAR CORP /NEW/,0000920760,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Discretionary,,true
LH,LABCORP HOLDINGS INC.,0000920148,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
LHX,"L3HARRIS TECHNOLOGIES, INC. /DE/",0000202058,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
LII,LENNOX INTERNATIONAL INC,0001069202,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
LIN,LINDE PLC,0001707925,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Materials,,true
LITE,Lumentum Holdings Inc.,0001633978,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
LLY,ELI LILLY & Co,0000059478,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
LMT,LOCKHEED MARTIN CORP,0000936468,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
LNT,ALLIANT ENERGY CORP,0000352541,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Utilities,,true
LOW,LOWES COMPANIES INC,0000060667,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Discretionary,,true
LRCX,LAM RESEARCH CORP,0000707549,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
LULU,lululemon athletica inc.,0001397187,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Discretionary,,true
LUV,SOUTHWEST AIRLINES CO,0000092380,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
LVS,LAS VEGAS SANDS CORP,0001300514,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Discretionary,,true
LYB,LyondellBasell Industries N.V.,0001489393,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Materials,,true
LYV,"Live Nation Entertainment, Inc.",0001335258,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Communication Services,,true
MA,Mastercard Inc,0001141391,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
MAA,MID AMERICA APARTMENT COMMUNITIES INC.,0000912595,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Real Estate,,true
MAR,MARRIOTT INTERNATIONAL INC /MD/,0001048286,,XNAS,COMMON_STOCK,CLASS_A,USD,,,Consumer Discretionary,,true
MAS,MASCO CORP /DE/,0000062996,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
MCD,MCDONALDS CORP,0000063908,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Discretionary,,true
MCHP,MICROCHIP TECHNOLOGY INC,0000827054,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
MCK,MCKESSON CORP,0000927653,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
MCO,MOODYS CORP /DE/,0001059556,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
MDLZ,"Mondelez International, Inc.",0001103982,,XNAS,COMMON_STOCK,CLASS_A,USD,,,Consumer Staples,,true
MDT,Medtronic plc,0001613103,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
MET,METLIFE INC,0001099219,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
META,"Meta Platforms, Inc.",0001326801,,XNAS,COMMON_STOCK,CLASS_A,USD,,,Communication Services,,true
MGM,MGM Resorts International,0000789570,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Discretionary,,true
MKC,MCCORMICK & CO INC,0000063754,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Staples,,true
MLM,MARTIN MARIETTA MATERIALS INC,0000916076,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Materials,,true
MMM,3M CO,0000066740,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
MNST,Monster Beverage Corp,0000865752,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Staples,,true
MO,"ALTRIA GROUP, INC.",0000764180,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Staples,,true
MOS,MOSAIC CO,0001285785,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Materials,,true
MPC,Marathon Petroleum Corp,0001510295,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Energy,,true
MPWR,MONOLITHIC POWER SYSTEMS INC,0001280452,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
MRK,"Merck & Co., Inc.",0000310158,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
MRNA,"Moderna, Inc.",0001682852,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
MRSH,"MARSH & MCLENNAN COMPANIES, INC.",0000062709,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
MRVL,"Marvell Technology, Inc.",0001835632,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
MS,MORGAN STANLEY,0000895421,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
MSCI,MSCI Inc.,0001408198,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
MSFT,MICROSOFT CORP,0000789019,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
MSI,"Motorola Solutions, Inc.",0000068505,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
MTB,M&T BANK CORP,0000036270,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
MTD,METTLER TOLEDO INTERNATIONAL INC/,0001037646,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
MU,MICRON TECHNOLOGY INC,0000723125,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
NCLH,Norwegian Cruise Line Holdings Ltd.,0001513761,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Discretionary,,true
NDAQ,"NASDAQ, INC.",0001120193,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
NDSN,NORDSON CORP,0000072331,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
NEE,NEXTERA ENERGY INC,0000753308,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Utilities,,true
NEM,NEWMONT Corp /DE/,0001164727,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Materials,,true
NFLX,NETFLIX INC,0001065280,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Communication Services,,true
NI,NISOURCE INC.,0001111711,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Utilities,,true
NKE,"NIKE, Inc.",0000320187,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Discretionary,,true
NOC,NORTHROP GRUMMAN CORP /DE/,0001133421,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
NOW,"ServiceNow, Inc.",0001373715,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
NRG,"NRG ENERGY, INC.",0001013871,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Utilities,,true
NSC,NORFOLK SOUTHERN CORP,0000702165,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
NTAP,"NetApp, Inc.",0001002047,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
NTRS,NORTHERN TRUST CORP,0000073124,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
NUE,NUCOR CORP,0000073309,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Materials,,true
NVDA,NVIDIA CORP,0001045810,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
NVR,NVR INC,0000906163,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Discretionary,,true
NWS,NEWS CORP,0001564708,,XNAS,COMMON_STOCK,CLASS_B,USD,,,Communication Services,,false
NWSA,NEWS CORP,0001564708,,XNAS,COMMON_STOCK,CLASS_A,USD,,,Communication Services,,true
NXPI,NXP Semiconductors N.V.,0001413447,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
O,REALTY INCOME CORP,0000726728,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Real Estate,,true
ODFL,"OLD DOMINION FREIGHT LINE, INC.",0000878927,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
OKE,ONEOK INC /NEW/,0001039684,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Energy,,true
OMC,OMNICOM GROUP INC.,0000029989,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Communication Services,,true
ON,ON SEMICONDUCTOR CORP,0001097864,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
ORCL,ORACLE CORP,0001341439,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
ORLY,O REILLY AUTOMOTIVE INC,0000898173,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Discretionary,,true
OTIS,Otis Worldwide Corp,0001781335,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
OXY,OCCIDENTAL PETROLEUM CORP /DE/,0000797468,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Energy,,true
PANW,Palo Alto Networks Inc,0001327567,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
PAYX,PAYCHEX INC,0000723531,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
PCAR,PACCAR INC,0000075362,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
PCG,PG&E Corp,0001004980,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Utilities,,true
PEG,PUBLIC SERVICE ENTERPRISE GROUP INC,0000788784,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Utilities,,true
PEP,PEPSICO INC,0000077476,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Staples,,true
PFE,PFIZER INC,0000078003,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
PFG,PRINCIPAL FINANCIAL GROUP INC,0001126328,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
PG,PROCTER & GAMBLE Co,0000080424,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Staples,,true
PGR,PROGRESSIVE CORP/OH/,0000080661,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
PH,Parker-Hannifin Corp,0000076334,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
PHM,PULTEGROUP INC/MI/,0000822416,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Discretionary,,true
PKG,PACKAGING CORP OF AMERICA,0000075677,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Materials,,true
PLD,"Prologis, Inc.",0001045609,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Real Estate,,true
PLTR,Palantir Technologies Inc.,0001321655,,XNAS,COMMON_STOCK,CLASS_A,USD,,,Information Technology,,true
PM,Philip Morris International Inc.,0001413329,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Staples,,true
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
PNR,PENTAIR plc,0000077360,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
PNW,PINNACLE WEST CAPITAL CORP,0000764622,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Utilities,,true
PODD,INSULET CORP,0001145197,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
PPG,PPG INDUSTRIES INC,0000079879,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Materials,,true
PPL,PPL Corp,0000922224,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Utilities,,true
PRU,PRUDENTIAL FINANCIAL INC,0001137774,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
PSA,Public Storage,0001393311,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Real Estate,,true
PSKY,"New Pluto Global, Inc.",0002041610,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Communication Services,,true
PSX,Phillips 66,0001534701,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Energy,,true
PTC,PTC INC.,0000857005,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
PWR,"QUANTA SERVICES, INC.",0001050915,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
PYPL,"PayPal Holdings, Inc.",0001633917,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
Q,Qnity Electronics,0002058873,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
QCOM,QUALCOMM INC/DE,0000804328,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
RCL,ROYAL CARIBBEAN CRUISES LTD,0000884887,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Discretionary,,true
RDDT,"Reddit, Inc.",0001713445,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Communication Services,,true
REG,REGENCY CENTERS CORP,0000910606,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Real Estate,,true
REGN,"REGENERON PHARMACEUTICALS, INC.",0000872589,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
RF,REGIONS FINANCIAL CORP,0001281761,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
RJF,RAYMOND JAMES FINANCIAL INC,0000720005,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
RL,RALPH LAUREN CORP,0001037038,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Discretionary,,true
RMD,RESMED INC,0000943819,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
ROK,"ROCKWELL AUTOMATION, INC",0001024478,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
ROL,ROLLINS INC,0000084839,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
ROP,ROPER TECHNOLOGIES INC,0000882835,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
ROST,"ROSS STORES, INC.",0000745732,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Discretionary,,true
RSG,"REPUBLIC SERVICES, INC.",0001060391,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
RTX,RTX Corp,0000101829,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
RVTY,"REVVITY, INC.",0000031791,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
SBAC,SBA COMMUNICATIONS CORP,0001034054,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Real Estate,,true
SBUX,STARBUCKS CORP,0000829224,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Discretionary,,true
SCHW,SCHWAB CHARLES CORP,0000316709,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
SHW,SHERWIN WILLIAMS CO,0000089800,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Materials,,true
SJM,J M SMUCKER Co,0000091419,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Staples,,true
SLB,SCHLUMBERGER LIMITED/NV,0000087347,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Energy,,true
SMCI,"Super Micro Computer, Inc.",0001375365,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
SNA,Snap-on Inc,0000091440,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
SNDK,Sandisk Corp,0002023554,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
SNPS,SYNOPSYS INC,0000883241,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
SO,SOUTHERN CO,0000092122,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Utilities,,true
SOLV,Solventum Corp,0001964738,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
SPG,SIMON PROPERTY GROUP INC /DE/,0001063761,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Real Estate,,true
SPGI,S&P Global Inc.,0000064040,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
SRE,SEMPRA,0001032208,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Utilities,,true
STE,STERIS plc,0001757898,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
STLD,STEEL DYNAMICS INC,0001022671,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Materials,,true
STT,STATE STREET CORP,0000093751,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
STX,Seagate Technology Holdings plc,0001137789,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
STZ,"CONSTELLATION BRANDS, INC.",0000016918,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Staples,,true
SW,Smurfit Westrock plc,0002005951,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Materials,,true
SWK,"STANLEY BLACK & DECKER, INC.",0000093556,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
SWKS,"SKYWORKS SOLUTIONS, INC.",0000004127,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
SYF,Synchrony Financial,0001601712,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
SYK,STRYKER CORP,0000310764,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
SYY,SYSCO CORP,0000096021,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Staples,,true
T,AT&T INC.,0000732717,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Communication Services,,true
TAP,MOLSON COORS BEVERAGE CO,0000024545,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Staples,,true
TDG,TransDigm Group INC,0001260221,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
TDY,TELEDYNE TECHNOLOGIES INC,0001094285,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
TECH,BIO-TECHNE Corp,0000842023,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
TEL,TE Connectivity plc,0001385157,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
TER,"TERADYNE, INC",0000097210,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
TFC,TRUIST FINANCIAL CORP,0000092230,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
TGT,TARGET CORP,0000027419,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Staples,,true
TJX,TJX COMPANIES INC /DE/,0000109198,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Discretionary,,true
TKO,"TKO Group Holdings, Inc.",0001973266,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Communication Services,,true
TMO,THERMO FISHER SCIENTIFIC INC.,0000097745,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
TMUS,"T-Mobile US, Inc.",0001283699,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Communication Services,,true
TPL,Texas Pacific Land Corp,0001811074,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Energy,,true
TPR,"TAPESTRY, INC.",0001116132,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Discretionary,,true
TRGP,Targa Resources Corp.,0001389170,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Energy,,true
TRMB,TRIMBLE INC.,0000864749,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
